job_id,customer_id,device_id,issue_type,job_status,received_date,promised_date,completed_date,technician_id,technician_name,repair_notes,estimated_cost,actual_cost
JOB00255,CUST0063,DEV017,Software Crash,Completed,2024-01-30,2024-02-04,2024-02-01,T008,Arjun Iyer,Under warranty,431.84,6679.52
JOB00383,CUST0030,DEV016,Water Damage,Completed,2024-02-24,2024-02-29,2024-02-28,T001,Rajesh Kumar,Out of warranty,6325.06,3172.73
JOB01031,CUST0176,DEV035,Water Damage,Completed,2024-02-02,2024-02-07,2024-02-06,T002,Suresh Rao,Customer follow-up pending,7023.06,5410.74
JOB01301,CUST0218,DEV007,Camera Not Working,Completed,2024-03-21,2024-03-26,2024-03-29,T006,,Spare part ordered,6401.81,597.61
JOB00234,CUST0126,DEV002,Battery Issue,Cancelled,2024-03-04,2024-03-09,2024-03-08,T005,Kavitha Nair,,4611.48,
JOB01097,CUST0293,DEV015,Hinge Broken,Completed,2024-03-16,2024-03-21,2024-03-21,T006,Deepak Sharma,Customer follow-up pending,2542.2,5920.68
JOB00866,CUST0070,DEV020,Screen Damage,Completed,2024-02-02,2024-02-07,2024-02-06,T002,Suresh Rao,Spare part ordered,661.93,3781.82
JOB00381,CUST0003,DEV020,Wi-Fi Not Connecting,Cancelled,2024-03-06,2024-03-11,2024-03-10,T007,Meena Reddy,,6248.87,
JOB00347,CUST0159,DEV037,Software Crash,Completed,2024-02-18,2024-02-23,2024-02-23,T006,Deepak Sharma,Under warranty,4137.16,4229.29
JOB01069,CUST0137,DEV010,Charging Port Fault,Completed,2024-01-12,2024-01-17,2024-01-18,T004,Amit Patel,Customer informed,2562.7,8589.0
JOB00207,CUST0246,DEV001,Hard Disk Failure,Completed,2024-01-28,2024-02-02,2024-01-31,T007,Meena Reddy,Spare part ordered,324.26,6070.97
JOB00785,CUST0114,DEV005,Wi-Fi Not Connecting,In Progress,2024-03-18,2024-03-23,,T005,Kavitha Nair,,5151.23,
JOB01053,CUST0119,DEV006,Wi-Fi Not Connecting,Completed,2024-03-14,2024-03-19,2024-03-18,T001,Rajesh Kumar,Under warranty,2448.3,4311.7
JOB01367,CUST0114,DEV016,Wi-Fi Not Connecting,Cancelled,2024-01-20,2024-01-25,2024-01-27,T002,Suresh Rao,,434.65,
JOB01394,CUST0045,DEV021,Charging Port Fault,In Progress,2024-01-11,2024-01-16,,T007,Meena Reddy,Customer informed,6002.17,
JOB00282,CUST0162,DEV031,Hard Disk Failure,Completed,2024-02-12,2024-02-17,2024-02-14,T007,,Spare part ordered,6630.33,6331.57
JOB00411,CUST0202,DEV029,Battery Issue,In Progress,2024-03-18,2024-03-23,,T007,Meena Reddy,,2765.35,
JOB01022,CUST0224,DEV043,Camera Not Working,Pending,2024-02-08,2024-02-13,,T001,Rajesh Kumar,Under warranty,2692.33,
JOB00681,CUST0285,DEV014,Overheating,Pending,2024-03-15,2024-03-20,,T001,Rajesh Kumar,Customer follow-up pending,7196.95,
JOB00222,CUST0201,DEV043,Keyboard Fault,Completed,2024-01-19,2024-01-24,2024-01-25,T006,Deepak Sharma,,7808.63,4872.74
JOB00686,CUST0070,DEV021,Wi-Fi Not Connecting,Cancelled,2024-02-12,2024-02-17,2024-02-16,T006,Deepak Sharma,Returned to customer,3871.34,
JOB00845,CUST0223,DEV042,Camera Not Working,Completed,2024-01-11,2024-01-16,2024-01-16,T004,Amit Patel,,7032.35,290.27
JOB00978,CUST0145,DEV021,Wi-Fi Not Connecting,Completed,2024-03-06,2024-03-11,2024-03-08,T001,Rajesh Kumar,Under warranty,4074.08,8353.5
JOB00013,CUST0146,DEV006,Speaker Problem,Cancelled,2024-03-18,2024-03-23,2024-03-27,T008,Arjun Iyer,,4886.54,
JOB00616,CUST0190,DEV007,Screen Damage,Completed,2024-02-24,2024-02-29,2024-02-28,T007,Meena Reddy,Out of warranty,3341.0,5407.34
JOB00880,CUST0135,DEV011,Speaker Problem,In Progress,2024-02-21,2024-02-26,,T006,Deepak Sharma,Under warranty,6788.81,
JOB00621,CUST0007,DEV043,Software Crash,Completed,2024-02-12,2024-02-17,2024-02-19,T007,Meena Reddy,Under warranty,5497.78,7699.84
JOB00008,CUST0040,DEV034,Camera Not Working,Completed,2024-01-29,2024-02-03,2024-01-31,T007,Meena Reddy,,6382.73,8001.47
JOB00203,CUST0281,DEV041,Wi-Fi Not Connecting,Cancelled,2024-03-14,2024-03-19,2024-03-18,T003,Priya Singh,,4015.86,
JOB00150,CUST0050,DEV029,Charging Port Fault,Completed,2024-02-21,2024-02-26,2024-02-25,T005,Kavitha Nair,Spare part ordered,5546.97,5428.19
JOB00674,CUST0010,DEV025,Overheating,Completed,2024-01-06,2024-01-11,2024-01-12,T008,Arjun Iyer,,1638.53,3965.1
JOB00231,CUST0172,DEV005,Hinge Broken,Completed,2024-01-12,2024-01-17,2024-01-16,T007,Meena Reddy,Customer follow-up pending,3433.21,5068.95
JOB00560,CUST0231,DEV042,Hinge Broken,Cancelled,2024-01-16,2024-01-21,2024-01-20,T003,Priya Singh,,508.82,
JOB00984,CUST0283,DEV032,Screen Damage,Completed,2024-01-11,2024-01-16,2024-01-15,T006,Deepak Sharma,Returned to customer,4171.36,7486.97
JOB01044,CUST0198,DEV029,Speaker Problem,In Progress,2024-01-13,2024-01-18,,T004,Amit Patel,,5756.92,
JOB00743,CUST0246,DEV013,Overheating,Pending,2024-01-23,2024-01-28,,T006,Deepak Sharma,Customer informed,1727.52,
JOB00455,CUST0264,DEV027,Motherboard Failure,Cancelled,2024-01-01,2024-01-06,2024-01-04,T004,Amit Patel,Returned to customer,329.72,
JOB00876,CUST0266,DEV043,Overheating,Completed,2024-03-18,2024-03-23,2024-03-21,T001,Rajesh Kumar,Spare part ordered,4689.88,1189.64
JOB01390,CUST0258,DEV011,Hinge Broken,Completed,2024-02-05,2024-02-10,2024-02-11,T006,Deepak Sharma,Spare part ordered,3986.7,5919.75
JOB00257,CUST0253,DEV030,Speaker Problem,Completed,2024-03-04,2024-03-09,2024-03-07,T005,Kavitha Nair,Customer follow-up pending,4431.02,7313.91
JOB00480,CUST0161,DEV008,Screen Damage,Completed,2024-03-14,2024-03-19,2024-03-18,T003,Priya Singh,Customer informed,859.96,1253.75
JOB00797,CUST0166,DEV009,Camera Not Working,Completed,2024-01-04,2024-01-09,2024-01-07,T002,Suresh Rao,,7919.76,7201.27
JOB00485,CUST0043,DEV017,Motherboard Failure,Completed,2024-01-19,2024-01-24,2024-01-25,T007,Meena Reddy,Out of warranty,5772.67,5138.23
JOB00281,CUST0121,DEV020,Speaker Problem,Completed,2024-02-26,2024-03-02,2024-03-02,T003,Priya Singh,,6356.68,2575.22
JOB00493,CUST0118,DEV020,Motherboard Failure,Completed,2024-02-09,2024-02-14,2024-02-13,T002,Suresh Rao,Spare part ordered,798.21,2274.33
JOB01062,CUST0072,DEV042,RAM Issue,Completed,2024-02-20,2024-02-25,2024-02-23,T005,Kavitha Nair,Customer informed,7223.93,8147.42
JOB00771,CUST0052,DEV042,Power Not Turning On,Completed,2024-01-02,2024-01-07,2024-01-07,T007,Meena Reddy,Under warranty,4682.52,3548.31
JOB00529,CUST0007,DEV039,Battery Issue,Completed,2024-02-19,2024-02-24,2024-02-21,T007,Meena Reddy,Customer informed,6154.88,5853.67
JOB01491,CUST0044,DEV028,Charging Port Fault,Completed,2024-01-10,2024-01-15,2024-01-13,T001,Rajesh Kumar,,949.53,6601.33
JOB00080,CUST0219,DEV007,Charging Port Fault,Completed,2024-03-11,2024-03-16,2024-03-14,T003,Priya Singh,,7481.46,8136.99
JOB01464,CUST0235,DEV015,Battery Issue,Completed,2024-01-04,2024-01-09,2024-01-07,T001,Rajesh Kumar,,6611.22,8289.81
JOB00451,CUST0074,DEV018,RAM Issue,In Progress,2024-03-15,2024-03-20,,T001,Rajesh Kumar,Customer informed,955.37,
JOB00863,CUST0298,DEV034,Wi-Fi Not Connecting,In Progress,2024-03-13,2024-03-18,,T003,Priya Singh,,566.56,
JOB00362,CUST0087,DEV021,Hinge Broken,Cancelled,2024-02-03,2024-02-08,2024-02-05,T006,Deepak Sharma,,2329.5,
JOB01276,CUST0048,DEV002,RAM Issue,Completed,2024-03-14,2024-03-19,2024-03-19,T003,Priya Singh,Returned to customer,5379.27,968.4
JOB00454,CUST0052,DEV009,Screen Damage,Completed,2024-03-08,2024-03-13,2024-03-12,T002,Suresh Rao,Returned to customer,3724.96,6222.74
JOB00239,CUST0191,DEV032,Overheating,Completed,2024-01-21,2024-01-26,2024-01-27,T006,Deepak Sharma,Out of warranty,6401.83,5094.1
JOB01404,CUST0152,DEV022,Keyboard Fault,In Progress,2024-02-27,2024-03-03,,T001,Rajesh Kumar,Customer follow-up pending,5696.57,
JOB00436,CUST0185,DEV026,Overheating,Completed,2024-03-01,2024-03-06,2024-03-05,T003,Priya Singh,,4953.27,3985.86
JOB01113,CUST0039,DEV034,Keyboard Fault,Completed,2024-03-04,2024-03-09,2024-03-08,T002,Suresh Rao,Customer follow-up pending,2756.48,6449.43
JOB00648,CUST0181,DEV042,Hard Disk Failure,Completed,2024-02-28,2024-03-04,2024-03-04,T006,Deepak Sharma,Under warranty,2371.05,6899.08
JOB01222,CUST0052,DEV034,RAM Issue,Completed,2024-01-02,2024-01-07,2024-01-05,T003,Priya Singh,Customer informed,3133.71,1421.12
JOB01050,CUST0095,DEV018,Keyboard Fault,Completed,2024-03-02,2024-03-07,2024-03-05,T005,Kavitha Nair,,4873.02,7319.76
JOB01196,CUST0207,DEV037,Water Damage,Completed,2024-02-22,2024-02-27,2024-02-26,T001,Rajesh Kumar,Under warranty,3304.35,1191.79
JOB00741,CUST0074,DEV028,Water Damage,Completed,2024-03-03,2024-03-08,2024-03-09,T008,Arjun Iyer,Customer follow-up pending,5545.87,5087.46
JOB00839,CUST0038,DEV012,Battery Issue,Completed,2024-03-09,2024-03-14,2024-03-12,T001,Rajesh Kumar,Customer informed,6279.81,4929.67
JOB00366,CUST0274,DEV015,Hard Disk Failure,Completed,2024-02-05,2024-02-10,2024-02-10,T001,Rajesh Kumar,Returned to customer,1693.79,7374.09
JOB00075,CUST0251,DEV034,Wi-Fi Not Connecting,Completed,2024-01-07,2024-01-12,2024-01-09,T005,Kavitha Nair,Out of warranty,5314.85,8366.37
JOB01239,CUST0088,DEV026,Wi-Fi Not Connecting,Completed,2024-01-29,2024-02-03,2024-02-02,T004,Amit Patel,Spare part ordered,1943.72,8924.15
JOB00640,CUST0170,DEV004,Battery Issue,Completed,2024-01-27,2024-02-01,2024-01-29,T001,Rajesh Kumar,,5975.31,4533.45
JOB01228,CUST0284,DEV041,Battery Issue,Completed,2024-02-06,2024-02-11,2024-02-09,T002,Suresh Rao,,4158.77,8667.51
JOB01065,CUST0283,DEV031,Screen Damage,Completed,2024-01-09,2024-01-14,2024-01-21,T008,Arjun Iyer,Out of warranty,2620.67,4634.45
JOB00055,CUST0070,DEV023,Camera Not Working,Completed,2024-03-09,2024-03-14,2024-03-18,T008,Arjun Iyer,,7586.27,4372.04
JOB00689,CUST0192,DEV015,Wi-Fi Not Connecting,In Progress,2024-03-09,2024-03-14,,T007,Meena Reddy,,6426.0,
JOB00026,CUST0030,DEV012,Motherboard Failure,Completed,2024-02-26,2024-03-02,2024-03-04,T008,Arjun Iyer,,2430.85,447.44
JOB00499,CUST0061,DEV019,Camera Not Working,Completed,2024-02-07,2024-02-12,2024-02-18,T008,Arjun Iyer,,1896.21,2847.66
JOB00424,CUST0086,DEV011,Screen Damage,Completed,2024-03-06,2024-03-11,2024-03-08,T007,Meena Reddy,Returned to customer,2716.9,5697.06
JOB01118,CUST0187,DEV003,Software Crash,Completed,2024-02-21,2024-02-26,2024-02-26,T006,Deepak Sharma,,7181.19,2341.05
JOB01028,CUST0214,DEV005,Water Damage,In Progress,2024-01-19,2024-01-24,,T002,Suresh Rao,Customer informed,3082.26,
JOB00704,CUST0004,DEV032,Power Not Turning On,Completed,2024-02-17,2024-02-22,2024-02-21,T001,Rajesh Kumar,,4262.97,7504.68
JOB01415,CUST0220,DEV003,Water Damage,Completed,2024-01-09,2024-01-14,2024-01-11,T005,Kavitha Nair,Customer follow-up pending,5089.52,8202.24
JOB00370,CUST0273,DEV040,Camera Not Working,Pending,2024-01-01,2024-01-06,,T008,Arjun Iyer,Customer informed,6860.11,
JOB00228,CUST0252,DEV021,Wi-Fi Not Connecting,Completed,2024-02-16,2024-02-21,2024-02-20,T001,Rajesh Kumar,,3083.11,3449.56
JOB00583,CUST0296,DEV028,Charging Port Fault,Completed,2024-01-23,2024-01-28,2024-01-27,T007,Meena Reddy,Out of warranty,976.71,7240.37
JOB01093,CUST0214,DEV003,RAM Issue,Completed,2024-03-21,2024-03-26,2024-03-23,T001,Rajesh Kumar,Returned to customer,221.35,4422.77
JOB00832,CUST0236,DEV024,Keyboard Fault,Completed,2024-02-03,2024-02-08,2024-02-12,T004,Amit Patel,Customer informed,1294.11,5833.83
JOB01136,CUST0183,DEV031,RAM Issue,Completed,2024-03-09,2024-03-14,2024-03-16,T004,Amit Patel,Customer informed,5579.89,1063.25
JOB00475,CUST0046,DEV030,Power Not Turning On,Completed,2024-02-05,2024-02-10,2024-02-09,T007,Meena Reddy,Spare part ordered,844.57,4479.58
JOB00402,CUST0007,DEV031,Motherboard Failure,Completed,2024-02-20,2024-02-25,2024-02-21,T003,Priya Singh,Out of warranty,3900.62,4715.05
JOB00912,CUST0114,DEV021,Battery Issue,Completed,2024-03-04,2024-03-09,2024-03-10,T004,Amit Patel,,1807.03,6251.1
JOB01129,CUST0274,DEV031,RAM Issue,Completed,2024-03-16,2024-03-21,2024-03-21,T002,Suresh Rao,Customer follow-up pending,5225.15,4126.69
JOB00571,CUST0283,DEV040,Charging Port Fault,Completed,2024-02-10,2024-02-15,2024-02-14,T006,Deepak Sharma,,7483.79,4570.09
JOB00101,CUST0121,DEV033,Camera Not Working,Completed,2024-03-21,2024-03-26,2024-03-24,T001,Rajesh Kumar,,7145.14,7361.5
JOB00244,CUST0241,DEV008,Hinge Broken,Completed,2024-01-06,2024-01-11,2024-01-08,T005,Kavitha Nair,Spare part ordered,7376.76,1967.8
JOB00279,CUST0189,DEV020,Screen Damage,Completed,2024-01-07,2024-01-12,2024-01-10,T001,Rajesh Kumar,,3200.58,5804.7
JOB01248,CUST0161,DEV034,Water Damage,Completed,2024-02-21,2024-02-26,2024-02-26,T006,Deepak Sharma,Under warranty,7494.36,5083.05
JOB00288,CUST0134,DEV010,Battery Issue,Pending,2024-01-22,2024-01-27,,T006,Deepak Sharma,Spare part ordered,310.1,
JOB00181,CUST0129,DEV026,Wi-Fi Not Connecting,Completed,2024-03-06,2024-03-11,2024-03-09,T001,Rajesh Kumar,,6783.58,7061.29
JOB01046,CUST0269,DEV022,Keyboard Fault,Completed,2024-03-04,2024-03-09,2024-03-06,T001,Rajesh Kumar,Out of warranty,3109.1,6375.59
JOB00286,CUST0102,DEV006,Overheating,Completed,2024-01-24,2024-01-29,2024-01-29,T006,Deepak Sharma,,7569.11,7976.42
JOB01114,CUST0269,DEV039,Wi-Fi Not Connecting,Completed,2024-02-16,2024-02-21,2024-02-21,T002,Suresh Rao,Customer follow-up pending,6190.39,2967.06
JOB00738,CUST0263,DEV006,Hinge Broken,Completed,2024-01-19,2024-01-24,2024-01-21,T003,Priya Singh,Customer informed,2722.04,8079.19
JOB00914,CUST0023,DEV010,Charging Port Fault,Completed,2024-03-20,2024-03-25,2024-03-28,T004,Amit Patel,Customer follow-up pending,1798.03,7926.33
JOB00789,CUST0283,DEV011,Wi-Fi Not Connecting,Completed,2024-03-13,2024-03-18,2024-03-19,T006,Deepak Sharma,Customer informed,6060.83,2662.41
JOB01479,CUST0201,DEV007,Screen Damage,Completed,2024-01-16,2024-01-21,2024-01-26,T008,Arjun Iyer,,1933.64,8670.3
JOB01273,CUST0239,DEV034,Water Damage,Completed,2024-02-14,2024-02-19,2024-02-20,T008,Arjun Iyer,Returned to customer,5405.31,3312.67
JOB01420,CUST0192,DEV015,Screen Damage,Completed,2024-02-20,2024-02-25,2024-02-23,T001,Rajesh Kumar,,6118.35,7641.63
JOB00094,CUST0120,DEV013,Motherboard Failure,In Progress,2024-01-20,2024-01-25,,T006,Deepak Sharma,Spare part ordered,1076.5,
JOB01180,CUST0178,DEV009,Hinge Broken,Completed,2024-01-10,2024-01-15,2024-01-13,T001,Rajesh Kumar,Spare part ordered,6506.41,7856.95
JOB00123,CUST0284,DEV004,Battery Issue,Completed,2024-01-23,2024-01-28,2024-01-27,T007,Meena Reddy,,1583.87,4179.74
JOB01322,CUST0145,DEV040,Overheating,Completed,2024-03-10,2024-03-15,2024-03-14,T007,Meena Reddy,Customer informed,2272.03,4678.55
JOB00761,CUST0243,DEV016,Camera Not Working,Completed,2024-03-17,2024-03-22,2024-03-23,T006,Deepak Sharma,,2541.35,8741.28
JOB00969,CUST0294,DEV015,Hard Disk Failure,Completed,2024-02-01,2024-02-06,2024-02-07,T004,Amit Patel,,7146.34,2924.12
JOB00216,CUST0291,DEV008,Hard Disk Failure,Completed,2024-03-04,2024-03-09,2024-03-08,T003,Priya Singh,Customer informed,2486.72,8730.74
JOB00414,CUST0049,DEV026,Hard Disk Failure,Pending,2024-01-31,2024-02-05,,T001,Rajesh Kumar,Under warranty,2335.45,
JOB00604,CUST0155,DEV018,Keyboard Fault,Completed,2024-02-21,2024-02-26,2024-02-27,T006,Deepak Sharma,Customer informed,3267.95,6313.64
JOB01253,CUST0114,DEV009,Motherboard Failure,In Progress,2024-02-11,2024-02-16,,T002,,Spare part ordered,1825.08,
JOB01413,CUST0298,DEV038,Motherboard Failure,Pending,2024-01-04,2024-01-09,,T006,Deepak Sharma,Spare part ordered,575.53,
JOB00714,CUST0015,DEV019,Camera Not Working,Completed,2024-02-22,2024-02-27,2024-02-29,T004,Amit Patel,Returned to customer,3407.59,7309.92
JOB01058,CUST0183,DEV009,Screen Damage,Completed,2024-02-28,2024-03-04,2024-03-02,T005,Kavitha Nair,,5484.7,3645.9
JOB00886,CUST0116,DEV029,Power Not Turning On,Completed,2024-02-01,2024-02-06,2024-02-05,T001,Rajesh Kumar,Customer follow-up pending,405.6,2136.55
JOB01480,CUST0094,DEV006,Power Not Turning On,Completed,2024-03-21,2024-03-26,2024-03-31,T008,Arjun Iyer,Customer follow-up pending,4366.23,2435.7
JOB00758,CUST0064,DEV034,Motherboard Failure,Completed,2024-03-01,2024-03-06,2024-03-04,T003,Priya Singh,,5334.78,8126.28
JOB01000,CUST0191,DEV030,Keyboard Fault,In Progress,2024-01-19,2024-01-24,,T005,Kavitha Nair,,5470.54,
JOB00890,CUST0069,DEV021,Power Not Turning On,Completed,2024-03-09,2024-03-14,2024-03-19,T004,Amit Patel,Spare part ordered,7851.89,7090.33
JOB01280,CUST0108,DEV003,Battery Issue,Completed,2024-02-27,2024-03-03,2024-02-29,T001,Rajesh Kumar,Returned to customer,5361.4,8340.95
JOB01047,CUST0194,DEV011,RAM Issue,Completed,2024-01-27,2024-02-01,2024-02-01,T007,Meena Reddy,Returned to customer,3359.8,2351.58
JOB00309,CUST0077,DEV009,Motherboard Failure,Completed,2024-02-01,2024-02-06,2024-02-03,T005,Kavitha Nair,Customer follow-up pending,4634.58,5026.3
JOB01412,CUST0253,DEV007,RAM Issue,In Progress,2024-01-25,2024-01-30,,T008,Arjun Iyer,,4840.69,
JOB00134,CUST0293,DEV039,Overheating,Completed,2024-03-17,2024-03-22,2024-03-21,T003,Priya Singh,Customer follow-up pending,5701.08,2933.32
JOB01006,CUST0001,DEV033,RAM Issue,Completed,2024-03-04,2024-03-09,2024-03-08,T002,Suresh Rao,Spare part ordered,5620.51,2863.02
JOB01418,CUST0220,DEV036,Screen Damage,Completed,2024-03-10,2024-03-15,2024-03-13,T002,Suresh Rao,Out of warranty,7969.7,4583.44
JOB00293,CUST0024,DEV001,Camera Not Working,Cancelled,2024-02-08,2024-02-13,2024-02-12,T007,Meena Reddy,Returned to customer,1231.46,
JOB00154,CUST0028,DEV001,Hard Disk Failure,In Progress,2024-01-15,2024-01-20,,T006,Deepak Sharma,Customer informed,2034.88,
JOB00298,CUST0060,DEV032,Screen Damage,Cancelled,2024-02-15,2024-02-20,2024-02-20,T008,Arjun Iyer,Spare part ordered,6797.54,
JOB00963,CUST0112,DEV007,Screen Damage,Completed,2024-03-01,2024-03-06,2024-03-04,T007,Meena Reddy,Returned to customer,1742.5,4551.3
JOB00061,CUST0238,DEV003,Keyboard Fault,Completed,2024-01-19,2024-01-24,2024-01-24,T002,Suresh Rao,,756.8,4310.8
JOB00513,CUST0291,DEV039,Battery Issue,Completed,2024-01-24,2024-01-29,2024-01-27,T007,Meena Reddy,Spare part ordered,955.72,270.91
JOB01351,CUST0198,DEV035,Screen Damage,Completed,2024-03-11,2024-03-16,2024-03-18,T008,Arjun Iyer,Under warranty,3074.27,2492.83
JOB00638,CUST0192,DEV009,Wi-Fi Not Connecting,In Progress,2024-01-07,2024-01-12,,T005,Kavitha Nair,,1182.3,
JOB01158,CUST0241,DEV003,Water Damage,Completed,2024-02-29,2024-03-05,2024-03-03,T007,,Customer informed,221.81,2462.37
JOB00870,CUST0278,DEV040,Software Crash,Pending,2024-01-10,2024-01-15,,T003,Priya Singh,Returned to customer,7026.84,
JOB00873,CUST0254,DEV028,Overheating,In Progress,2024-01-14,2024-01-19,,T001,Rajesh Kumar,Customer follow-up pending,6770.13,
JOB00502,CUST0102,DEV006,Water Damage,Completed,2024-02-22,2024-02-27,2024-02-25,T003,Priya Singh,Customer follow-up pending,1963.54,3648.93
JOB00701,CUST0074,DEV003,Power Not Turning On,Completed,2024-02-25,2024-03-01,2024-03-01,T004,Amit Patel,Returned to customer,975.84,2670.4
JOB00641,CUST0276,DEV020,Motherboard Failure,In Progress,2024-01-01,2024-01-06,,T005,Kavitha Nair,Out of warranty,1094.73,
JOB00348,CUST0230,DEV010,Power Not Turning On,In Progress,2024-01-12,2024-01-17,,T006,Deepak Sharma,,3220.43,
JOB00923,CUST0225,DEV002,Power Not Turning On,In Progress,2024-01-09,2024-01-14,,T008,Arjun Iyer,,2444.89,
JOB00118,CUST0077,DEV011,Power Not Turning On,In Progress,2024-01-23,2024-01-28,,T003,Priya Singh,Customer informed,3472.74,
JOB01243,CUST0187,DEV039,Software Crash,Completed,2024-01-07,2024-01-12,2024-01-11,T003,Priya Singh,Out of warranty,2299.24,483.56
JOB00138,CUST0068,DEV014,Hard Disk Failure,Completed,2024-02-28,2024-03-04,2024-03-02,T001,Rajesh Kumar,,1103.52,2902.18
JOB00793,CUST0147,DEV029,Charging Port Fault,Completed,2024-02-21,2024-02-26,2024-02-23,T003,Priya Singh,,5318.29,6197.66
JOB01195,CUST0100,DEV012,Hinge Broken,Completed,2024-01-14,2024-01-19,2024-01-21,T004,Amit Patel,Out of warranty,2496.57,1400.44
JOB00546,CUST0294,DEV034,Hard Disk Failure,Completed,2024-03-01,2024-03-06,2024-03-03,T005,Kavitha Nair,Returned to customer,3662.99,5856.9
JOB00488,CUST0141,DEV001,Battery Issue,Completed,2024-01-29,2024-02-03,2024-02-02,T007,Meena Reddy,Spare part ordered,6305.32,1243.01
JOB00606,CUST0224,DEV015,Charging Port Fault,In Progress,2024-01-25,2024-01-30,,T002,Suresh Rao,Returned to customer,6565.95,
JOB00864,CUST0277,DEV015,Hard Disk Failure,Completed,2024-02-17,2024-02-22,2024-02-20,T003,Priya Singh,Out of warranty,6777.26,6797.27
JOB00780,CUST0052,DEV025,Water Damage,Pending,2024-02-13,2024-02-18,,T002,Suresh Rao,Customer follow-up pending,3495.73,
JOB00186,CUST0274,DEV029,Screen Damage,Completed,2024-02-13,2024-02-18,2024-02-16,T001,Rajesh Kumar,Customer informed,3362.96,2023.35
JOB01109,CUST0022,DEV003,Software Crash,Completed,2024-01-01,2024-01-06,2024-01-07,T004,Amit Patel,Customer informed,7903.77,8415.19
JOB01306,CUST0150,DEV007,Overheating,Completed,2024-01-13,2024-01-18,2024-01-14,T007,Meena Reddy,,3943.16,2505.64
JOB01441,CUST0209,DEV017,Overheating,Completed,2024-01-01,2024-01-06,2024-01-08,T004,Amit Patel,Out of warranty,7492.24,4043.74
JOB00027,CUST0265,DEV015,Wi-Fi Not Connecting,Completed,2024-01-05,2024-01-10,2024-01-07,T003,Priya Singh,Spare part ordered,7975.17,7050.1
JOB00862,CUST0094,DEV026,Power Not Turning On,In Progress,2024-01-19,2024-01-24,,T004,Amit Patel,Out of warranty,6252.11,
JOB00591,CUST0280,DEV001,Charging Port Fault,Completed,2024-01-16,2024-01-21,2024-01-19,T005,Kavitha Nair,,6135.5,2064.31
JOB01462,CUST0136,DEV042,Water Damage,In Progress,2024-02-01,2024-02-06,,T004,Amit Patel,Under warranty,7539.48,
JOB01261,CUST0250,DEV036,Motherboard Failure,Completed,2024-03-02,2024-03-07,2024-03-04,T005,Kavitha Nair,Under warranty,6929.35,8487.92
JOB01019,CUST0035,DEV005,Battery Issue,Completed,2024-02-15,2024-02-20,2024-02-17,T005,Kavitha Nair,Under warranty,1143.88,1583.66
JOB00639,CUST0237,DEV034,Software Crash,Completed,2024-01-11,2024-01-16,2024-01-15,T001,Rajesh Kumar,Returned to customer,4835.85,7424.17
